car	car	the-car-is-red
bus	bus	the-bus-is-big
taxi	taxi	the-taxi-is-yellow
truck	truck	the-truck-is-strong
train	train	the-train-is-long
subway	subway	the-subway-is-fast
bike	bike	the-bike-has-two-wheels
plane	plane	the-plane-is-in-the-sky
boat	boat	the-boat-is-small
ship	ship	the-ship-is-large
ambulance	ambulance	the-ambulance-helps-people
stroller	stroller	the-stroller-is-safe
balance bike	balance-bike	the-balance-bike-is-small
